point_id,latitude,longitude,Code,ratio_cs_sr,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled,cs137_kBq_m2,sr90_kBq_m2,k40_Bq_kg,ra226_Bq_kg,th232_Bq_kg,scenario_name
489,50.827867,29.478841,2842,21.2,6.0,5.0,13.0,14.0,62.0,62.0,128.0,129.0,58.0,58.0,178.0,22.1,4.79,23.5,1.332,122.0,15.0,8.0,sr90_plus_20
490,50.800762,29.479558,2843,16.1,5.0,6.0,13.0,15.0,73.0,73.0,131.0,132.0,57.0,57.0,168.0,27.4,4.36,19.2,1.428,64.0,8.0,5.0,sr90_plus_20
491,50.773533,29.438323,2844,21.6,4.0,4.0,16.0,18.0,48.0,48.0,131.0,133.0,66.0,66.0,150.0,4.6,5.98,16.8,0.9299999999999999,83.0,13.0,5.0,sr90_plus_20
492,50.7463,29.47899,2845,18.3,5.0,5.0,10.0,12.0,75.0,75.0,119.0,125.0,55.0,55.0,133.0,27.7,4.74,16.8,1.1028,54.0,7.0,3.0,sr90_plus_20
493,50.747125,29.523869,2846,3.55,8.0,8.0,13.0,14.0,75.0,75.0,113.0,120.0,51.0,51.0,143.0,36.4,4.77,9.96,3.36,48.0,6.0,4.0,sr90_plus_20
494,50.747125,29.566822,2847,13.6,5.0,6.0,13.0,14.0,71.0,71.0,115.0,123.0,56.0,56.0,143.0,42.6,3.97,11.8,1.0475999999999999,45.0,10.0,4.0,sr90_plus_20
495,50.774105,29.609562,2848,6.08,9.0,10.0,13.0,14.0,64.0,65.0,111.0,115.0,64.0,64.0,129.0,4.6,6.87,12.0,2.364,42.0,11.0,7.0,sr90_plus_20
496,50.747154,29.60967,2849,6.58,5.0,5.0,12.0,13.0,73.0,73.0,121.0,127.0,57.0,57.0,159.0,45.0,3.69,18.6,3.396,50.0,7.0,6.0,sr90_plus_20
497,50.747154,29.652507,2850,7.97,6.0,5.0,12.0,13.0,71.0,71.0,112.0,119.0,53.0,53.0,156.0,45.0,3.44,16.7,2.5079999999999996,60.0,4.0,3.0,sr90_plus_20
498,50.747753,29.695343,2851,3.99,7.0,7.0,10.0,11.0,80.0,80.0,114.0,123.0,52.0,52.0,166.0,15.8,5.08,21.4,6.419999999999999,56.0,9.0,5.0,sr90_plus_20
499,50.747125,29.738101,2852,7.05,6.0,7.0,14.0,15.0,66.0,67.0,116.0,118.0,58.0,58.0,157.0,45.0,4.45,20.1,3.42,50.0,8.0,9.0,sr90_plus_20
500,50.747125,29.780948,2853,7.26,7.0,7.0,12.0,13.0,70.0,70.0,121.0,122.0,57.0,57.0,156.0,17.6,4.95,13.8,2.292,30.0,9.0,5.0,sr90_plus_20
501,50.774132,29.823854,2854,8.25,5.0,5.0,15.0,16.0,63.0,63.0,133.0,133.0,59.0,59.0,135.0,3.2,6.46,19.3,2.808,67.0,8.0,5.0,sr90_plus_20
502,50.747154,29.823854,2855,4.82,5.0,7.0,13.0,14.0,70.0,70.0,117.0,123.0,51.0,51.0,154.0,40.0,4.7,14.3,3.564,40.0,3.0,3.0,sr90_plus_20
503,50.77465,29.86633,2856,3.67,8.0,8.0,13.0,14.0,69.0,70.0,119.0,122.0,55.0,55.0,141.0,12.1,5.83,27.3,8.915999999999999,40.0,5.0,4.0,sr90_plus_20
504,50.747154,29.86669,2857,5.15,6.0,5.0,11.0,13.0,71.0,71.0,120.0,126.0,57.0,57.0,166.0,23.6,4.44,27.5,6.419999999999999,48.0,5.0,3.0,sr90_plus_20
505,50.747503,29.909794,2858,8.5,6.0,6.0,13.0,14.0,76.0,76.0,118.0,126.0,54.0,54.0,167.0,43.5,3.95,14.4,2.04,50.0,6.0,3.0,sr90_plus_20
506,50.774105,29.909532,2859,6.29,5.0,5.0,14.0,15.0,64.0,64.0,128.0,130.0,63.0,63.0,140.0,7.0,5.67,34.3,6.54,58.0,9.0,4.0,sr90_plus_20
507,50.74714,29.95358,2860,2.98,6.0,5.0,13.0,14.0,67.0,66.0,127.0,129.0,61.0,61.0,148.0,13.7,6.14,23.0,9.299999999999999,43.0,4.0,4.0,sr90_plus_20
508,50.747665,29.994827,2861,6.19,7.0,7.0,12.0,13.0,74.0,75.0,119.0,127.0,52.0,52.0,162.0,4.6,6.37,37.2,7.199999999999999,30.0,6.0,5.0,sr90_plus_20
509,50.747154,30.03899,2862,7.88,5.0,6.0,18.0,19.0,47.0,46.0,136.0,135.0,66.0,66.0,128.0,5.5,6.15,18.3,2.796,45.0,8.0,5.0,sr90_plus_20
510,50.747296,30.080938,2863,14.8,5.0,5.0,17.0,18.0,53.0,52.0,131.0,132.0,69.0,69.0,131.0,12.2,5.5,15.5,1.248,40.0,6.0,4.0,sr90_plus_20
511,50.774132,30.079923,2864,3.95,6.0,5.0,15.0,16.0,55.0,56.0,128.0,127.0,65.0,65.0,125.0,3.8,7.04,27.0,8.219999999999999,70.0,7.0,4.0,sr90_plus_20
512,50.774162,30.121927,2865,5.11,6.0,7.0,11.0,12.0,77.0,77.0,113.0,122.0,54.0,54.0,153.0,25.6,4.87,24.1,5.664,40.0,9.0,5.0,sr90_plus_20
513,50.801309,30.123328,2866,5.39,4.0,4.0,14.0,15.0,59.0,59.0,136.0,137.0,66.0,66.0,140.0,5.4,5.84,19.7,4.392,250.0,16.0,14.0,sr90_plus_20
514,50.829576,30.122386,2867,8.54,7.0,7.0,9.0,11.0,70.0,70.0,120.0,121.0,57.0,57.0,138.0,34.9,4.79,25.7,3.6119999999999997,69.0,8.0,5.0,sr90_plus_20
515,50.85554,30.123768,2868,7.04,5.0,6.0,11.0,12.0,79.0,79.0,118.0,126.0,52.0,52.0,154.0,11.1,5.25,34.3,5.844,30.0,6.0,4.0,sr90_plus_20
516,50.854993,30.080178,2869,3.01,6.0,6.0,13.0,14.0,52.0,52.0,133.0,134.0,66.0,66.0,120.0,13.6,5.74,25.8,10.284,100.0,11.0,6.0,sr90_plus_20
517,50.882024,30.123719,2870,32.3,6.0,6.0,13.0,14.0,63.0,63.0,127.0,128.0,62.0,62.0,131.0,16.7,5.96,52.0,1.932,99.0,14.0,7.0,sr90_plus_20
518,50.908554,30.122395,2871,6.7,5.0,5.0,12.0,13.0,83.0,83.0,121.0,126.0,56.0,56.0,142.0,25.2,4.62,36.0,6.4559999999999995,38.0,7.0,3.0,sr90_plus_20
519,50.935336,30.122566,2872,5.23,9.0,7.0,11.0,12.0,73.0,73.0,116.0,123.0,52.0,52.0,145.0,23.4,5.34,42.9,9.852,59.0,8.0,3.0,sr90_plus_20
520,50.963576,30.078535,2873,2.45,5.0,5.0,12.0,13.0,69.0,69.0,125.0,128.0,59.0,59.0,131.0,17.3,4.86,41.5,20.4,46.0,10.0,3.0,sr90_plus_20
521,50.990691,30.081797,2874,4.37,8.0,8.0,13.0,14.0,61.0,62.0,121.0,122.0,64.0,64.0,112.0,1.2,8.26,58.6,16.08,53.0,9.0,3.0,sr90_plus_20
522,51.01667,30.166168,2875,4.75,7.0,7.0,11.0,12.0,68.0,69.0,112.0,110.0,56.0,55.0,126.0,15.7,4.85,48.0,12.12,70.0,13.0,6.0,sr90_plus_20
523,51.017658,30.211893,2876,2.98,5.0,7.0,13.0,14.0,69.0,70.0,120.0,123.0,55.0,55.0,116.0,8.5,5.47,30.8,12.360000000000001,43.0,8.0,4.0,sr90_plus_20
524,51.016184,30.252025,2877,2.94,6.0,6.0,15.0,16.0,71.0,71.0,114.0,120.0,55.0,55.0,113.0,8.3,6.49,45.5,18.599999999999998,65.0,10.0,6.0,sr90_plus_20
525,51.018467,30.338781,2879,6.46,10.0,11.0,13.0,14.0,71.0,71.0,107.0,116.0,53.0,53.0,118.0,22.1,4.4,39.5,7.332,54.0,5.0,3.0,sr90_plus_20
526,51.017858,30.380573,2880,10.8,20.0,20.0,13.0,14.0,61.0,60.0,97.0,114.0,54.0,54.0,112.0,5.4,6.31,55.1,6.119999999999999,52.0,13.0,6.0,sr90_plus_20
527,51.178653,29.864102,2895,7.06,6.0,5.0,11.0,12.0,73.0,73.0,114.0,119.0,49.0,49.0,153.0,4.7,6.54,14.8,2.5079999999999996,45.0,10.0,8.0,sr90_plus_20
528,51.178802,29.823794,2896,15.3,5.0,6.0,10.0,12.0,77.0,77.0,126.0,126.0,52.0,52.0,151.0,10.2,5.26,23.3,1.8359999999999999,40.0,8.0,6.0,sr90_plus_20
529,50.818897,29.452915,2975,30.6,6.0,5.0,14.0,15.0,72.0,72.0,127.0,129.0,58.0,58.0,167.0,22.0,4.91,21.1,0.8291999999999999,217.0,16.0,11.0,sr90_plus_20
530,50.989958,30.123711,3208,3.39,4.0,5.0,11.0,12.0,77.0,76.0,112.0,118.0,52.0,52.0,136.0,45.0,4.1,44.1,15.6,46.0,9.0,4.0,sr90_plus_20
531,51.07074,29.65233,3454,5.42,5.0,5.0,16.0,18.0,50.0,50.0,133.0,131.0,66.0,66.0,141.0,4.6,7.23,9.2,2.04,295.0,26.0,20.0,sr90_plus_20
532,50.951421,29.872403,6000,21.1,3.0,4.0,15.0,17.0,58.0,58.0,123.0,123.0,62.0,62.0,144.0,22.7,4.95,47.9,2.7239999999999998,40.0,12.0,12.0,sr90_plus_20
533,50.94914,29.87865,6001,35.8,6.0,5.0,13.0,15.0,61.0,60.0,127.0,129.0,60.0,60.0,142.0,16.2,5.54,76.6,2.568,80.0,10.0,10.0,sr90_plus_20
534,50.94783,29.86594,6002,11.0,4.0,4.0,18.0,20.0,54.0,54.0,134.0,132.0,62.0,62.0,153.0,6.0,6.08,29.1,3.1559999999999997,60.0,10.0,8.0,sr90_plus_20
535,50.944693,29.866018,6003,8.82,3.0,3.0,17.0,18.0,54.0,54.0,134.0,132.0,65.0,65.0,151.0,8.0,5.44,23.8,3.2279999999999998,85.0,13.0,7.0,sr90_plus_20
536,50.938095,29.86207,6004,7.82,4.0,4.0,19.0,20.0,55.0,55.0,135.0,136.0,65.0,65.0,147.0,10.5,5.12,24.5,3.756,86.0,11.0,8.0,sr90_plus_20
537,50.93631,29.85117,6005,20.2,5.0,5.0,13.0,15.0,56.0,55.0,129.0,129.0,64.0,64.0,150.0,13.7,4.89,38.0,2.256,45.0,8.0,9.0,sr90_plus_20
538,50.933984,29.862585,6006,9.21,3.0,4.0,18.0,20.0,50.0,52.0,128.0,128.0,65.0,65.0,147.0,6.3,6.38,24.1,3.144,200.0,13.0,10.0,sr90_plus_20
539,50.93393,29.86825,6007,7.0,3.0,3.0,19.0,20.0,51.0,51.0,130.0,129.0,65.0,65.0,147.0,13.4,5.01,23.8,4.08,120.0,8.0,8.0,sr90_plus_20
540,50.932329,29.878773,6008,10.6,4.0,5.0,19.0,21.0,53.0,53.0,130.0,129.0,67.0,67.0,144.0,10.4,5.82,25.2,2.844,160.0,9.0,7.0,sr90_plus_20
541,51.0759,30.2851,7000,1.8,4.0,4.0,17.0,18.0,53.0,53.0,136.0,138.0,64.0,64.0,112.0,4.3,6.26,49.5,33.0,380.0,27.0,24.0,sr90_plus_20
542,51.075759,30.285121,7000,1.8,4.0,4.0,17.0,18.0,53.0,53.0,136.0,138.0,64.0,64.0,112.0,4.3,6.26,49.5,33.0,380.0,27.0,24.0,sr90_plus_20
543,51.021745,30.04811,7001,2.42,5.0,5.0,18.0,19.0,54.0,54.0,132.0,131.0,67.0,67.0,114.0,12.8,5.38,32.0,15.839999999999998,210.0,16.0,12.0,sr90_plus_20
544,51.022164,30.04918,7002,5.23,5.0,5.0,17.0,19.0,53.0,53.0,128.0,127.0,66.0,66.0,112.0,14.3,5.51,55.4,12.719999999999999,180.0,14.0,11.0,sr90_plus_20
